id,a1_country_code,a2_authority_name,a3_appellate_decision,a4_decision_year,a5_decision_month,a6_num_defendants,a7_defendant_name,a8_defendant_class,a9_enterprise_size,a10_gov_level,a11_defendant_role,a12_sector,a13_sector_other,a14_processing_contexts,a15_data_subject_complaint,a16_media_attention,a17_official_audit,a18_art33_discussed,a19_art33_breached,a20_breach_notification_effect,a53_fine_imposed,a54_fine_amount,a55_fine_currency,a71_first_violation,a72_cross_border_oss,a73_oss_role,a77_articles_breached
Hungary_18,HU,Hungarian National Authority for Data Protection and Freedom of Information,NO,2023,6,1,Digi Távközlési és Szolgáltató Kft,PRIVATE,VERY_LARGE,NOT_APPLICABLE,CONTROLLER,TELECOM,NOT_APPLICABLE,PROBLEMATIC_THIRD_PARTY_SHARING_STATED,YES,NOT_DISCUSSED,YES,YES,NO,NEUTRAL,YES,80000000,HUF,YES_FIRST_TIME,NO,NOT_APPLICABLE,5;32
Hungary_20,HU,National Data Protection and Freedom of Information Authority,NO,2022,0,1,Óbuda Family Counseling and Child Protection Center,PUBLIC,NOT_APPLICABLE,MUNICIPAL,CONTROLLER,OTHER_PUBLIC_ADMIN,NOT_APPLICABLE,NOT_DISCUSSED,YES,NOT_DISCUSSED,NOT_DISCUSSED,NO,NOT_APPLICABLE,NOT_DISCUSSED,NO,NOT_APPLICABLE,NOT_APPLICABLE,NOT_DISCUSSED,NO,NOT_APPLICABLE,5;6;15
Hungary_22,HU,National Authority for Data Protection and Freedom of Information,NO,2022,3,2,Cooperative Communities Association for the Living World,NGO_OR_NONPROFIT,UNKNOWN,NOT_APPLICABLE,JOINT_CONTROLLER,OTHER,POLITICAL_ORGANIZATION;SIGNATURE_COLLECTION,NOT_DISCUSSED,NO,YES,YES,NO,NOT_APPLICABLE,NOT_DISCUSSED,YES,3000000,HUF,YES_FIRST_TIME,NO,NOT_APPLICABLE,5;6;9;13
Hungary_23,HU,National Data Protection and Freedom of Information Authority,NO,2022,3,1,[telecommunications provider name redacted],PRIVATE,LARGE,NOT_APPLICABLE,CONTROLLER,TELECOM,NOT_APPLICABLE,PROBLEMATIC_THIRD_PARTY_SHARING_STATED,YES,NOT_DISCUSSED,NO,NO,NOT_APPLICABLE,NOT_DISCUSSED,YES,5000000,HUF,NO_REPEAT_OFFENDER,NOT_DISCUSSED,NOT_APPLICABLE,5;6;12;17
Hungary_25,HU,National Data Protection and Freedom of Information Authority,NO,2022,0,1,Budapest Capital XVIII. district with the Pestszentlőrinc - Pestszentimre Municipality,PUBLIC,NOT_APPLICABLE,MUNICIPAL,CONTROLLER,OTHER_PUBLIC_ADMIN,NOT_APPLICABLE,NOT_DISCUSSED,NO,NOT_DISCUSSED,YES,NO,NOT_APPLICABLE,NOT_DISCUSSED,YES,3000000,HUF,YES_FIRST_TIME,NO,NOT_APPLICABLE,5;6;7;9;12;13;14
Hungary_26,HU,National Data Protection and Freedom of Information Authority,NO,2021,6,1,Magyar Telekom Plc.,PRIVATE,LARGE,NOT_APPLICABLE,CONTROLLER,TELECOM,NOT_APPLICABLE,MARKETING;PROBLEMATIC_THIRD_PARTY_SHARING_STATED,YES,NOT_DISCUSSED,NOT_DISCUSSED,NO,NOT_APPLICABLE,NOT_DISCUSSED,YES,10000000,HUF,NO_REPEAT_OFFENDER,NOT_DISCUSSED,NOT_APPLICABLE,5;6;12;17;25
Hungary_27,HU,National Data Protection and Freedom of Information Authority,NO,2022,3,1,[Customer],PRIVATE,SME,NOT_APPLICABLE,CONTROLLER,MANUFACTURING,NOT_APPLICABLE,CCTV;EMPLOYEE_MONITORING,YES,NOT_DISCUSSED,YES,NO,NOT_APPLICABLE,NOT_DISCUSSED,YES,500000,HUF,YES_FIRST_TIME,NO,NOT_APPLICABLE,5;6;13
Hungary_28,HU,National Data Protection and Freedom of Information Authority,NO,2022,0,1,[Customer],PRIVATE,UNKNOWN,NOT_APPLICABLE,CONTROLLER,HOUSING_TOURISM,NOT_APPLICABLE,MARKETING,YES,NOT_DISCUSSED,NO,YES,NOT_DISCUSSED,NOT_DISCUSSED,YES,500000,HUF,YES_FIRST_TIME,NOT_DISCUSSED,NOT_APPLICABLE,5;6;7;12;15;17
Hungary_30,HU,National Authority for Data Protection and Freedom of Information,NO,2021,9,1,[Individual's name redacted],INDIVIDUAL,NOT_APPLICABLE,NOT_APPLICABLE,CONTROLLER,EDUCATION,NOT_APPLICABLE,PROBLEMATIC_THIRD_PARTY_SHARING_STATED,YES,NOT_DISCUSSED,NO,NO,NOT_APPLICABLE,NOT_DISCUSSED,NO,NOT_APPLICABLE,NOT_APPLICABLE,YES_FIRST_TIME,NOT_DISCUSSED,NOT_APPLICABLE,5;6;9
Hungary_31,HU,National Data Protection and Freedom of Information Authority,NO,2023,4,1,[Parish/Religious organization - name redacted],RELIGIOUS,NOT_APPLICABLE,NOT_APPLICABLE,CONTROLLER,RELIGIOUS_ORGS,NOT_APPLICABLE,NOT_DISCUSSED,YES,NOT_DISCUSSED,YES,NO,NOT_APPLICABLE,NOT_DISCUSSED,NO,NOT_APPLICABLE,NOT_APPLICABLE,NOT_DISCUSSED,NO,NOT_APPLICABLE,12
Hungary_33,HU,National Authority for Data Protection and Freedom of Information,NO,2020,9,1,Deichmann Shoe Trade Limited Liability Company,PRIVATE,LARGE,NOT_APPLICABLE,CONTROLLER,RETAIL,NOT_APPLICABLE,CCTV,YES,NOT_DISCUSSED,YES,NO,NOT_APPLICABLE,NOT_DISCUSSED,YES,20000000,HUF,NOT_DISCUSSED,NOT_DISCUSSED,NOT_APPLICABLE,12;15;18;25
Hungary_34,HU,National Authority for Data Protection and Freedom of Information,NO,2020,12,1,[Customer],PRIVATE,LARGE,NOT_APPLICABLE,CONTROLLER,FINANCIAL,NOT_APPLICABLE,RECRUITMENT_AND_HR,NO,NOT_DISCUSSED,YES,YES,NOT_DISCUSSED,NOT_DISCUSSED,YES,35000000,HUF,YES_FIRST_TIME,NO,NOT_APPLICABLE,5;6;9;12
Hungary_35,HU,National Data Protection and Freedom of Information Authority,NO,2022,9,1,Magyar Éremkibocsátó Kft.,PRIVATE,LARGE,NOT_APPLICABLE,CONTROLLER,RETAIL,NOT_APPLICABLE,MARKETING,YES,NOT_DISCUSSED,YES,YES,NOT_APPLICABLE,NOT_DISCUSSED,YES,30000000,HUF,NO_REPEAT_OFFENDER,NO,NOT_APPLICABLE,5;6;7;12;13
Hungary_36,HU,National Data Protection and Freedom of Information Authority,NO,2022,2,1,Not specified in provided text,PRIVATE,UNKNOWN,NOT_APPLICABLE,CONTROLLER,FINANCIAL,NOT_APPLICABLE,RECRUITMENT_AND_HR,YES,NOT_DISCUSSED,NOT_DISCUSSED,NO,NOT_APPLICABLE,NOT_DISCUSSED,YES,10000000,HUF,NO_REPEAT_OFFENDER,NOT_DISCUSSED,NOT_APPLICABLE,5;6;12;13;15
Hungary_38,HU,National Data Protection and Freedom of Information Authority,NO,2022,8,1,Law Firm,PRIVATE,SME,NOT_APPLICABLE,CONTROLLER,OTHER,installation;maintenance;services,EMPLOYEE_MONITORING,YES,NOT_DISCUSSED,YES,NO,NOT_APPLICABLE,NOT_DISCUSSED,YES,300000,HUF,YES_FIRST_TIME,NO,NOT_APPLICABLE,5;6;13
Hungary_39,HU,National Data Protection and Freedom of Information Authority,NO,2021,10,1,The Importer,PRIVATE,UNKNOWN,NOT_APPLICABLE,CONTROLLER,OTHER,automotive;vehicle_import;customer_surveys,MARKETING;RECRUITMENT_AND_HR,YES,NOT_DISCUSSED,NO,NO,NOT_APPLICABLE,NOT_DISCUSSED,YES,5000000,HUF,YES_FIRST_TIME,NO,NOT_APPLICABLE,5;6;12;13
Hungary_40,HU,NAIH,NO,2021,3,1,District Office of the BFKH XI,PUBLIC,NOT_APPLICABLE,MUNICIPAL,CONTROLLER,HEALTH,NOT_APPLICABLE,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,YES,YES,NOT_DISCUSSED,NOT_DISCUSSED,NO,NOT_APPLICABLE,NOT_APPLICABLE,NOT_DISCUSSED,NO,NOT_APPLICABLE,32
Hungary_41,HU,National Data Protection and Freedom of Information Authority,NO,2024,12,1,[Client],PRIVATE,LARGE,NOT_APPLICABLE,CONTROLLER,DIGITAL_SERVICES,NOT_APPLICABLE,MARKETING,YES,NOT_DISCUSSED,NO,NO,NOT_APPLICABLE,NOT_DISCUSSED,NO,NOT_APPLICABLE,NOT_APPLICABLE,NOT_DISCUSSED,YES,LEAD,6;12;25
Hungary_42,HU,Hungarian National Authority for Data Protection and Freedom of Information,NO,2022,2,1,TV2 by Média Csoport Zrt.,PRIVATE,LARGE,NOT_APPLICABLE,CONTROLLER,MEDIA,NOT_APPLICABLE,COOKIES,NO,NOT_DISCUSSED,YES,NO,NOT_APPLICABLE,NOT_DISCUSSED,YES,10000000,HUF,YES_FIRST_TIME,NO,NOT_APPLICABLE,5;6;12;13
Hungary_43,HU,National Data Protection and Freedom of Information Authority,NO,2023,11,1,[Not provided in text],PRIVATE,SME,NOT_APPLICABLE,CONTROLLER,RETAIL,NOT_APPLICABLE,CCTV,YES,NOT_DISCUSSED,NOT_DISCUSSED,NO,NOT_APPLICABLE,NOT_DISCUSSED,NO,NOT_APPLICABLE,NOT_APPLICABLE,YES_FIRST_TIME,NOT_DISCUSSED,NOT_APPLICABLE,6
Hungary_45,HU,National Data Protection and Freedom of Information Authority,NO,2024,0,1,ALDI HUNGARY FOOD Food Trade Deposit Company,PRIVATE,LARGE,NOT_APPLICABLE,CONTROLLER,RETAIL,NOT_APPLICABLE,NOT_DISCUSSED,YES,NOT_DISCUSSED,YES,NO,NOT_APPLICABLE,NOT_DISCUSSED,YES,80000000,HUF,NOT_DISCUSSED,NO,NOT_APPLICABLE,5;6;12;13;32
Hungary_46,HU,National Authority for Data Protection and Freedom of Information,NO,2023,0,1,hírportál.hu,PRIVATE,UNKNOWN,NOT_APPLICABLE,CONTROLLER,MEDIA,NOT_APPLICABLE,JOURNALISM,YES,NOT_DISCUSSED,NOT_DISCUSSED,NO,NOT_APPLICABLE,NOT_DISCUSSED,YES,10000000,HUF,NO_REPEAT_OFFENDER,NO,NOT_APPLICABLE,5;6;14;15;17;21
Hungary_48,HU,National Authority for Data Protection and Freedom of Information,NO,2021,9,2,Applicants,INDIVIDUAL,NOT_APPLICABLE,NOT_APPLICABLE,JOINT_CONTROLLER,HOUSING_TOURISM,NOT_APPLICABLE,CCTV,YES,NOT_DISCUSSED,NO,NO,NOT_APPLICABLE,NOT_DISCUSSED,NO,NOT_APPLICABLE,NOT_APPLICABLE,YES_FIRST_TIME,NOT_DISCUSSED,NOT_APPLICABLE,6;13
Hungary_49,HU,National Data Protection and Freedom of Information Authority,NO,2021,8,1,Budapest [...] district Mayor's Office,PUBLIC,NOT_APPLICABLE,MUNICIPAL,CONTROLLER,OTHER_PUBLIC_ADMIN,NOT_APPLICABLE,NOT_DISCUSSED,YES,NOT_DISCUSSED,NOT_DISCUSSED,NO,NOT_APPLICABLE,NOT_DISCUSSED,NO,NOT_APPLICABLE,NOT_APPLICABLE,NOT_DISCUSSED,NO,NOT_APPLICABLE,
Hungary_51,HU,National Data Protection and Freedom of Information Authority,NO,2022,9,1,"General School, High School and Vocational High School",PUBLIC,NOT_APPLICABLE,MUNICIPAL,CONTROLLER,EDUCATION,NOT_APPLICABLE,NOT_DISCUSSED,YES,NOT_DISCUSSED,NO,NO,NOT_APPLICABLE,NOT_DISCUSSED,NO,NOT_APPLICABLE,NOT_APPLICABLE,NOT_DISCUSSED,NO,NOT_APPLICABLE,NONE_VIOLATED
Hungary_53,HU,National Authority for Data Protection and Freedom of Information,NO,2022,0,1,Budapest Bar Association,PUBLIC,NOT_APPLICABLE,STATE,CONTROLLER,OTHER,LEGAL;BAR_ASSOCIATION,NOT_DISCUSSED,YES,NOT_DISCUSSED,NOT_DISCUSSED,NO,NOT_APPLICABLE,NOT_DISCUSSED,NO,NOT_APPLICABLE,NOT_APPLICABLE,NOT_DISCUSSED,NOT_DISCUSSED,NOT_APPLICABLE,12;15
Hungary_54,HU,National Data Protection and Freedom of Information Authority,NO,2023,9,1,Bank Zrt.,PRIVATE,UNKNOWN,NOT_APPLICABLE,CONTROLLER,FINANCIAL,NOT_APPLICABLE,NOT_DISCUSSED,YES,NOT_DISCUSSED,NOT_DISCUSSED,NO,NOT_APPLICABLE,NOT_DISCUSSED,NO,NOT_APPLICABLE,NOT_APPLICABLE,NOT_DISCUSSED,NOT_DISCUSSED,NOT_APPLICABLE,NONE_VIOLATED
Hungary_55,HU,National Data Protection and Freedom of Information Authority,NO,2024,6,1,Mediaworks Hungary Zrt.,PRIVATE,UNKNOWN,NOT_APPLICABLE,CONTROLLER,MEDIA,NOT_APPLICABLE,JOURNALISM,YES,NOT_DISCUSSED,NO,NO,NOT_APPLICABLE,NOT_DISCUSSED,NO,NOT_APPLICABLE,NOT_APPLICABLE,YES_FIRST_TIME,NO,NOT_APPLICABLE,
Hungary_56,HU,National Data Protection and Freedom of Information Authority,NO,2022,8,1,AMPLIFON Magyarország Kereskedelmi és Szolgáltató Llátolt Anelösségő Társaság,PRIVATE,LARGE,NOT_APPLICABLE,CONTROLLER,HEALTH,NOT_APPLICABLE,MARKETING,YES,NOT_DISCUSSED,YES,NO,NOT_APPLICABLE,NOT_DISCUSSED,YES,80000000,HUF,NO_REPEAT_OFFENDER,NO,NOT_APPLICABLE,5;6;12;14
Hungary_57,HU,National Data Protection and Freedom of Information Authority,NO,2022,0,1,National Health Insurance Fund Manager,PUBLIC,NOT_APPLICABLE,STATE,CONTROLLER,HEALTH,NOT_APPLICABLE,NOT_DISCUSSED,YES,NOT_DISCUSSED,YES,NO,NOT_APPLICABLE,NOT_DISCUSSED,YES,500000,HUF,YES_FIRST_TIME,NO,NOT_APPLICABLE,5;12;31
Hungary_59,HU,National Data Protection and Freedom of Information Authority,NO,2022,8,1,Customer,PRIVATE,UNKNOWN,NOT_APPLICABLE,CONTROLLER,MEDIA,NOT_APPLICABLE,MARKETING,NO,NOT_DISCUSSED,YES,NO,NOT_APPLICABLE,NOT_DISCUSSED,YES,2000000,HUF,YES_FIRST_TIME,NO,NOT_APPLICABLE,6;7;12
Hungary_60,HU,National Authority for Data Protection and Freedom of Information,NO,2023,9,1,Central Media Group Zrt.,PRIVATE,UNKNOWN,NOT_APPLICABLE,CONTROLLER,MEDIA,NOT_APPLICABLE,COOKIES;PROBLEMATIC_THIRD_PARTY_SHARING_STATED,YES,NOT_DISCUSSED,YES,NO,NOT_APPLICABLE,NOT_DISCUSSED,NO,NOT_APPLICABLE,NOT_APPLICABLE,NOT_DISCUSSED,NO,NOT_APPLICABLE,44;28
Greece_3,GR,Hellenic Data Protection Authority,NO,2023,0,1,Municipality of Athens,PUBLIC,NOT_APPLICABLE,MUNICIPAL,CONTROLLER,OTHER_PUBLIC_ADMIN,NOT_APPLICABLE,DPO_ROLE_PROBLEMS_STATED,NO,NOT_DISCUSSED,YES,NO,NOT_APPLICABLE,NOT_DISCUSSED,YES,5000,EUR,NOT_DISCUSSED,NOT_DISCUSSED,NOT_APPLICABLE,NOT_DISCUSSED
Greece_4,GR,Personal Data Protection Authority,NO,2025,1,1,National Bank of Greece S.A.,PRIVATE,VERY_LARGE,NOT_APPLICABLE,CONTROLLER,FINANCIAL,NOT_APPLICABLE,NOT_DISCUSSED,YES,NOT_DISCUSSED,YES,YES,NOT_APPLICABLE,NOT_DISCUSSED,YES,220000,EUR,NO_REPEAT_OFFENDER,NO,NOT_APPLICABLE,12;15;25
Greece_5,GR,Personal Data Protection Authority,NO,2020,2,1,PPC S.A.,PRIVATE,LARGE,NOT_APPLICABLE,CONTROLLER,UTILITIES,NOT_APPLICABLE,NOT_DISCUSSED,YES,NOT_DISCUSSED,NOT_DISCUSSED,NO,NOT_APPLICABLE,NOT_DISCUSSED,YES,5000,EUR,NO_REPEAT_OFFENDER,NOT_DISCUSSED,NOT_APPLICABLE,12
Greece_6,GR,Personal Data Protection Authority,NO,2022,1,1,Ministry of National Defense,PUBLIC,NOT_APPLICABLE,STATE,CONTROLLER,OTHER_PUBLIC_ADMIN,NOT_APPLICABLE,NOT_DISCUSSED,YES,NOT_DISCUSSED,NOT_DISCUSSED,NO,NOT_APPLICABLE,NOT_DISCUSSED,NO,NOT_APPLICABLE,NOT_APPLICABLE,NOT_DISCUSSED,NOT_DISCUSSED,NOT_APPLICABLE,5
Greece_7,GR,Personal Data Protection Authority,NO,2022,12,1,G. Voevodas & Co. SA.,PRIVATE,UNKNOWN,NOT_APPLICABLE,CONTROLLER,HOUSING_TOURISM,NOT_APPLICABLE,NOT_DISCUSSED,YES,NOT_DISCUSSED,NO,NO,NOT_APPLICABLE,NOT_DISCUSSED,NO,NOT_APPLICABLE,NOT_APPLICABLE,NOT_DISCUSSED,NOT_DISCUSSED,NOT_APPLICABLE,5;13
Greece_9,GR,Personal Data Protection Authority,NO,2020,2,1,Glyfada GAAR,PRIVATE,UNKNOWN,NOT_APPLICABLE,CONTROLLER,OTHER,GOLF_COURSE;RECREATION,CCTV,YES,NOT_DISCUSSED,NO,NO,NOT_APPLICABLE,NOT_DISCUSSED,YES,5000,EUR,NOT_DISCUSSED,NO,NOT_APPLICABLE,NOT_DISCUSSED
Greece_10,GR,Hellenic Data Protection Authority,NO,2022,11,3,COSMOTE - MOBILE TELECOMMUNICATIONS S.A.,PRIVATE,LARGE,NOT_APPLICABLE,CONTROLLER,TELECOM,NOT_APPLICABLE,NOT_DISCUSSED,YES,NOT_DISCUSSED,NO,NO,NOT_APPLICABLE,NOT_DISCUSSED,NO,NOT_APPLICABLE,NOT_APPLICABLE,NOT_DISCUSSED,NOT_DISCUSSED,NOT_APPLICABLE,NOT_DISCUSSED
Greece_11,GR,Hellenic Data Protection Authority,NO,2023,0,1,diagnostic center,PRIVATE,UNKNOWN,NOT_APPLICABLE,CONTROLLER,HEALTH,NOT_APPLICABLE,NOT_DISCUSSED,YES,NOT_DISCUSSED,NOT_DISCUSSED,NO,NOT_APPLICABLE,NOT_DISCUSSED,NO,NOT_APPLICABLE,NOT_APPLICABLE,NOT_DISCUSSED,NOT_DISCUSSED,NOT_APPLICABLE,NONE_VIOLATED
Greece_13,GR,Hellenic Data Protection Authority,NO,2020,3,1,Standard Centre for Speech and Special Needs Education — DIMITRA,PRIVATE,UNKNOWN,NOT_APPLICABLE,CONTROLLER,EDUCATION,NOT_APPLICABLE,NOT_DISCUSSED,YES,NOT_DISCUSSED,NOT_DISCUSSED,NO,NOT_APPLICABLE,NOT_DISCUSSED,YES,8000,EUR,NOT_DISCUSSED,NOT_DISCUSSED,NOT_APPLICABLE,5;15;58
Greece_14,GR,Hellenic Data Protection Authority,NO,2021,0,2,COSMOTE,PRIVATE,LARGE,NOT_APPLICABLE,CONTROLLER,TELECOM,NOT_APPLICABLE,NOT_DISCUSSED,NO,NOT_DISCUSSED,YES,YES,NOT_DISCUSSED,NOT_DISCUSSED,YES,6000000,EUR,NOT_DISCUSSED,NOT_DISCUSSED,NOT_APPLICABLE,5;13;14;25;28;32;35
Greece_16,GR,Hellenic Data Protection Authority,NO,2023,0,1,Vodafone,PRIVATE,LARGE,NOT_APPLICABLE,CONTROLLER,TELECOM,NOT_APPLICABLE,MARKETING;PROBLEMATIC_THIRD_PARTY_SHARING_STATED,YES,NOT_DISCUSSED,NOT_DISCUSSED,NO,NOT_APPLICABLE,NOT_DISCUSSED,YES,10000,EUR,NOT_DISCUSSED,NOT_DISCUSSED,NOT_APPLICABLE,5;6;13;21
Greece_17,GR,Personal Data Protection Authority,NO,2020,3,1,NFC insurance company,PRIVATE,UNKNOWN,NOT_APPLICABLE,CONTROLLER,FINANCIAL,NOT_APPLICABLE,NOT_DISCUSSED,YES,NOT_DISCUSSED,NOT_DISCUSSED,NO,NOT_APPLICABLE,NOT_DISCUSSED,NO,NOT_APPLICABLE,NOT_APPLICABLE,NOT_DISCUSSED,NOT_DISCUSSED,NOT_APPLICABLE,5;17
Greece_18,GR,Hellenic Data Protection Authority,NO,2023,0,1,Piraeus Bank,PRIVATE,LARGE,NOT_APPLICABLE,CONTROLLER,FINANCIAL,NOT_APPLICABLE,PROBLEMATIC_THIRD_PARTY_SHARING_STATED,YES,NOT_DISCUSSED,NOT_DISCUSSED,YES,YES,AGGRAVATING,YES,10000,EUR,NOT_DISCUSSED,NOT_DISCUSSED,NOT_APPLICABLE,5;33;34
Greece_19,GR,Personal Data Protection Authority,NO,2024,1,1,X,PRIVATE,UNKNOWN,NOT_APPLICABLE,CONTROLLER,OTHER,RETAIL;SALES,EMPLOYEE_MONITORING,YES,NOT_DISCUSSED,NO,NO,NOT_APPLICABLE,NOT_DISCUSSED,YES,2000,EUR,YES_FIRST_TIME,NO,NOT_APPLICABLE,5;12;13
Greece_20,GR,Hellenic Data Protection Authority,NO,2021,11,1,Athens Bar Association,NGO_OR_NONPROFIT,NOT_APPLICABLE,NOT_APPLICABLE,CONTROLLER,MEMBERSHIP_ORGS,NOT_APPLICABLE,RECRUITMENT_AND_HR,NO,NOT_DISCUSSED,NO,NO,NOT_APPLICABLE,NOT_DISCUSSED,NO,NOT_APPLICABLE,NOT_APPLICABLE,NOT_DISCUSSED,NO,NOT_APPLICABLE,NOT_DISCUSSED
Greece_23,GR,Hellenic Data Protection Authority,NO,2025,2,1,ALPHA BANK S.A.,PRIVATE,LARGE,NOT_APPLICABLE,CONTROLLER,FINANCIAL,NOT_APPLICABLE,EMPLOYEE_MONITORING;PROBLEMATIC_THIRD_PARTY_SHARING_STATED,NO,NOT_DISCUSSED,NO,YES,YES,NOT_DISCUSSED,YES,3000,EUR,NOT_DISCUSSED,NOT_DISCUSSED,NOT_APPLICABLE,5;32
Greece_25,GR,Personal Data Protection Authority,NO,2025,2,1,Anoixis,PRIVATE,SME,NOT_APPLICABLE,CONTROLLER,DIGITAL_SERVICES,NOT_APPLICABLE,MARKETING,YES,NOT_DISCUSSED,NO,NO,NOT_APPLICABLE,NOT_DISCUSSED,YES,45000,EUR,NO_REPEAT_OFFENDER,NO,NOT_APPLICABLE,31
Greece_26,GR,Personal Data Protection Authority,NO,2024,0,4,ELPEDISON ELECTRICITY GENERATION SOLE PERSON ANONYMOUS COMPANY,PRIVATE,LARGE,NOT_APPLICABLE,CONTROLLER,UTILITIES,NOT_APPLICABLE,MARKETING,YES,NOT_DISCUSSED,NOT_DISCUSSED,YES,NOT_DISCUSSED,NOT_DISCUSSED,YES,127709,EUR,NOT_DISCUSSED,NO,NOT_APPLICABLE,5;32
Greece_27,GR,Personal Data Protection Authority,NO,2025,2,1,Z,INDIVIDUAL,NOT_APPLICABLE,NOT_APPLICABLE,CONTROLLER,OTHER,RELIGIOUS_DISPUTE;NEIGHBORHOOD_CONFLICT,PROBLEMATIC_THIRD_PARTY_SHARING_STATED,YES,NOT_DISCUSSED,NO,NO,NOT_APPLICABLE,NOT_DISCUSSED,YES,1000,EUR,YES_FIRST_TIME,NO,NOT_APPLICABLE,6
Greece_28,GR,Personal Data Protection Authority,NO,2024,2,1,HELLENIC TAXYDROMIA ANONYMOUS LTD,PUBLIC,NOT_APPLICABLE,STATE,CONTROLLER,OTHER_PUBLIC_ADMIN,NOT_APPLICABLE,NOT_DISCUSSED,NO,NOT_DISCUSSED,NO,YES,NOT_DISCUSSED,MITIGATING,YES,2995140,EUR,NOT_DISCUSSED,NOT_DISCUSSED,NOT_APPLICABLE,5;32
Greece_29,GR,Personal Data Protection Authority,NO,2025,4,1,Port Authority X S.A.,PUBLIC,NOT_APPLICABLE,STATE,CONTROLLER,OTHER_PUBLIC_ADMIN,NOT_APPLICABLE,RECRUITMENT_AND_HR,YES,NOT_DISCUSSED,NO,NO,NOT_APPLICABLE,NOT_DISCUSSED,NO,NOT_APPLICABLE,NOT_APPLICABLE,NOT_DISCUSSED,NOT_DISCUSSED,NOT_APPLICABLE,NONE_VIOLATED
Greece_30,GR,Personal Data Protection Authority,NO,2023,6,2,Google LLC,PRIVATE,VERY_LARGE,NOT_APPLICABLE,CONTROLLER,DIGITAL_SERVICES,NOT_APPLICABLE,NOT_DISCUSSED,YES,NOT_DISCUSSED,NO,NO,NOT_APPLICABLE,NOT_DISCUSSED,NO,NOT_APPLICABLE,NOT_APPLICABLE,NOT_DISCUSSED,NO,NOT_APPLICABLE,17
Greece_31,GR,Hellenic Data Protection Authority,NO,2023,0,1,private doctor specializing in gynecology,INDIVIDUAL,NOT_APPLICABLE,NOT_APPLICABLE,CONTROLLER,HEALTH,NOT_APPLICABLE,NOT_DISCUSSED,YES,NOT_DISCUSSED,NOT_DISCUSSED,NO,NOT_APPLICABLE,NOT_DISCUSSED,NO,NOT_APPLICABLE,NOT_APPLICABLE,NOT_DISCUSSED,NOT_DISCUSSED,NOT_APPLICABLE,5
Greece_32,GR,Personal Data Protection Authority,NO,2021,4,1,Ignatiadis Nikolaos and SIA EE,PRIVATE,SME,NOT_APPLICABLE,CONTROLLER,OTHER,accounting;professional_services,CCTV;EMPLOYEE_MONITORING,YES,NOT_DISCUSSED,NO,NO,NOT_APPLICABLE,NOT_DISCUSSED,YES,2000,EUR,YES_FIRST_TIME,NO,NOT_APPLICABLE,5;6
Greece_33,GR,Personal Data Protection Authority,NO,2022,3,1,C,PRIVATE,UNKNOWN,NOT_APPLICABLE,CONTROLLER,EDUCATION,NOT_APPLICABLE,EMPLOYEE_MONITORING,YES,NOT_DISCUSSED,YES,NO,NOT_APPLICABLE,NOT_DISCUSSED,YES,2000,EUR,YES_FIRST_TIME,NOT_DISCUSSED,NOT_APPLICABLE,5;13;21
Greece_34,GR,Personal Data Protection Authority,NO,2024,2,1,Google LLC,PRIVATE,VERY_LARGE,NOT_APPLICABLE,CONTROLLER,DIGITAL_SERVICES,NOT_APPLICABLE,NOT_DISCUSSED,YES,NOT_DISCUSSED,NOT_DISCUSSED,NO,NOT_APPLICABLE,NOT_DISCUSSED,NO,NOT_APPLICABLE,NOT_APPLICABLE,NOT_DISCUSSED,NO,NOT_APPLICABLE,17
Greece_35,GR,Personal Data Protection Authority,NO,2021,4,1,MZN HELLAS SOCIETE ANONYME COMMERCIAL COMPANY,PRIVATE,SME,NOT_APPLICABLE,CONTROLLER,RETAIL,NOT_APPLICABLE,MARKETING,YES,NOT_DISCUSSED,NO,NO,NOT_APPLICABLE,NOT_DISCUSSED,YES,20000,EUR,YES_FIRST_TIME,NO,NOT_APPLICABLE,12;17;21;25
Greece_36,GR,Hellenic Data Protection Authority,NO,2023,0,1,Ministry of Immigration and Asylum,PUBLIC,NOT_APPLICABLE,STATE,CONTROLLER,OTHER_PUBLIC_ADMIN,NOT_APPLICABLE,CCTV;BACKGROUND_CHECKS,NO,NOT_DISCUSSED,YES,NO,NOT_APPLICABLE,NOT_DISCUSSED,YES,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,NOT_APPLICABLE,NOT_DISCUSSED
Greece_37,GR,Hellenic Data Protection Authority,NO,2023,0,1,Administrative Court,PUBLIC,NOT_APPLICABLE,JUDICIAL,CONTROLLER,OTHER_PUBLIC_ADMIN,NOT_APPLICABLE,EMPLOYEE_MONITORING,YES,NOT_DISCUSSED,NOT_DISCUSSED,YES,NOT_DISCUSSED,NOT_DISCUSSED,NO,NOT_APPLICABLE,NOT_APPLICABLE,NOT_DISCUSSED,NOT_DISCUSSED,NOT_APPLICABLE,15
